CHEMBL1075167,1079
CHEMBL4203,2292
CHEMBL2363043,0
CHEMBL2363062,0
CHEMBL2111410,2
CHEMBL5651,89
CHEMBL3988629,6
CHEMBL5528,11
CHEMBL2359,1
CHEMBL3885534,2
CHEMBL1075224,1
CHEMBL1293228,3294
CHEMBL5699,721
CHEMBL2111324,40
CHEMBL6002,305
CHEMBL5197,1
CHEMBL5256,198
CHEMBL3883323,101
CHEMBL3885602,32
CHEMBL5969,110
CHEMBL4992,5
CHEMBL5466,300
CHEMBL5036,259
CHEMBL4627,266
CHEMBL2777,157
CHEMBL3885551,4
CHEMBL4141,13
CHEMBL4106189,2
CHEMBL5222,9
CHEMBL3883328,87
CHEMBL2111444,178
CHEMBL5560,14
CHEMBL5199,3
CHEMBL3804750,2
CHEMBL4106138,1
CHEMBL3038451,3
CHEMBL4335,37
CHEMBL1938213,28
CHEMBL6151,1
CHEMBL2201,23
CHEMBL4106159,1
CHEMBL5753,121
CHEMBL2654,43
CHEMBL2176784,2
CHEMBL3885629,1
CHEMBL4367,701
CHEMBL5728,94
CHEMBL3832,23
CHEMBL3885550,4
CHEMBL5166,52
CHEMBL4106185,1
CHEMBL5044,103
CHEMBL3424,2
CHEMBL3183,33
CHEMBL5659,106
CHEMBL1075134,34
CHEMBL3038452,2
CHEMBL3885539,18
CHEMBL6070,55
CHEMBL6123,101
CHEMBL2097168,Rattus norvegicus
CHEMBL3497,1
CHEMBL3559682,49
CHEMBL3627581,151
CHEMBL2095942,158
CHEMBL1795115,3
CHEMBL5382,1
CHEMBL5604,315
CHEMBL2111375,12
CHEMBL4106176,2
CHEMBL4106136,23
CHEMBL2610,2
CHEMBL4974,52
CHEMBL3822350,1
CHEMBL2213,47
CHEMBL5426,121
CHEMBL3885566,2
CHEMBL3343,33
CHEMBL1075033,1
CHEMBL4106141,1
CHEMBL5121,252
CHEMBL1163117,88
CHEMBL1075098,1
CHEMBL5856,89
CHEMBL3885535,2
CHEMBL2366565,25
CHEMBL5213,7
CHEMBL4106153,36
CHEMBL3885554,2
CHEMBL2111446,28
CHEMBL2111331,75
CHEMBL5759,101
CHEMBL2873,160
CHEMBL3885556,55
CHEMBL5509,2
CHEMBL3014,51
CHEMBL2358,916
CHEMBL1293259,134
CHEMBL5370,2
CHEMBL3559684,0
CHEMBL2453,241
CHEMBL3390,39
CHEMBL2176779,2
CHEMBL4106158,1
CHEMBL2363074,0
CHEMBL1075184,2
CHEMBL5708,1
CHEMBL2918,315
CHEMBL5546,99
CHEMBL2111458,40
CHEMBL1795121,3
CHEMBL3885565,1
CHEMBL2111336,25
CHEMBL4515,5
CHEMBL3633,1
CHEMBL2176816,1
CHEMBL3638340,20
CHEMBL3885636,18
CHEMBL3885637,13
CHEMBL3711486,8
CHEMBL4004,525
CHEMBL4090,130
CHEMBL5146,265
CHEMBL3893,10
CHEMBL3038499,193
CHEMBL3708161,1
CHEMBL3384,421
CHEMBL5429,1
CHEMBL4937,757
CHEMBL3559690,1
CHEMBL5258,294
CHEMBL3885548,4
CHEMBL3042,2
CHEMBL2111330,88
CHEMBL5147,1993
CHEMBL1781858,80
CHEMBL3885549,2
CHEMBL5600,1606
CHEMBL2134,1
CHEMBL5861,118
CHEMBL4014,925
CHEMBL5148,3
CHEMBL3886,948
CHEMBL3885543,10
CHEMBL5520,107
CHEMBL3711550,6
CHEMBL6167,293
CHEMBL3108655,3
CHEMBL2783,7
CHEMBL4522,336
CHEMBL5095,97
CHEMBL2176844,1
CHEMBL3020,2
CHEMBL4106179,1
CHEMBL2968,7
CHEMBL4106169,2
CHEMBL1932898,39
CHEMBL5260,264
CHEMBL1075255,1
CHEMBL3062,157
CHEMBL3627582,4
CHEMBL5606,546
CHEMBL5776,497
CHEMBL3542,108
CHEMBL5175,1
CHEMBL3038477,1258
CHEMBL2331049,39
CHEMBL2176843,1
CHEMBL3983,1644
CHEMBL3038491,78
CHEMBL5003,2
CHEMBL2850,2353
CHEMBL2939,1646
CHEMBL2828,1909
CHEMBL5072,353
CHEMBL3301391,48
CHEMBL3301559,400
CHEMBL3883296,4
CHEMBL2695,2970
CHEMBL2117,1
CHEMBL3559692,243
CHEMBL1163108,95
CHEMBL2111326,15
CHEMBL3960,21
CHEMBL3784911,52
CHEMBL4533,6
CHEMBL2393,251
CHEMBL3537,1
CHEMBL3982,1380
CHEMBL1906,2653
CHEMBL2096665,218
CHEMBL3234,1385
CHEMBL301,4572
CHEMBL3414416,8
CHEMBL4514,16
CHEMBL3883331,1
CHEMBL6150,81
CHEMBL2093867,476
CHEMBL4896,890
CHEMBL3032,1324
CHEMBL4312,106
CHEMBL3717,5987
CHEMBL4309,951
CHEMBL2034799,7
CHEMBL5198,407
CHEMBL5650,1300
CHEMBL3638335,58
CHEMBL5026,782
CHEMBL3038457,8
CHEMBL1163123,284
CHEMBL5122,976
CHEMBL1255165,74
CHEMBL3385,2484
CHEMBL2111409,23
CHEMBL2743,209
CHEMBL5455,1396
CHEMBL2276,3294
CHEMBL2417355,1
CHEMBL2169724,5
CHEMBL5388,150
CHEMBL2996,2051
CHEMBL1169596,332
CHEMBL3804748,6
CHEMBL2493,1103
CHEMBL6186,673
CHEMBL5518,1440
CHEMBL4895,1640
CHEMBL5408,1735
CHEMBL2598,1886
CHEMBL3038469,921
CHEMBL5334,693
CHEMBL3231,3024
CHEMBL2148,5082
CHEMBL3883330,58
CHEMBL5932,528
CHEMBL3721302,7
CHEMBL4576,1047
CHEMBL2111391,37
CHEMBL6162,120
CHEMBL2111289,Homo sapiens
CHEMBL2527,2406
CHEMBL2073,1413
CHEMBL5084,1461
CHEMBL5589,4
CHEMBL2111473,39
CHEMBL3608,64
CHEMBL5519,667
CHEMBL4722,5736
CHEMBL2096618,772
CHEMBL1649049,9
CHEMBL3834,833
CHEMBL2426,1510
CHEMBL1163128,89
CHEMBL5116,91
CHEMBL1163112,210
CHEMBL1981,3565
CHEMBL3988610,1
CHEMBL2068,2156
CHEMBL4070,833
CHEMBL4516,1615
CHEMBL1991,3017
CHEMBL3009,1655
CHEMBL2111344,54
CHEMBL4106163,1
CHEMBL5081,305
CHEMBL5082,451
CHEMBL3038463,1
CHEMBL2855,21
CHEMBL2176799,2
CHEMBL4597,488
CHEMBL5585,21
CHEMBL5261,1415
CHEMBL2543,1542
CHEMBL4355,442
CHEMBL5838,102
CHEMBL3430876,15
CHEMBL3863,912
CHEMBL3116,1439
CHEMBL2434817,8
CHEMBL3885627,1
CHEMBL3038516,23
CHEMBL4267,386
CHEMBL2111459,101
CHEMBL6191,101
CHEMBL4106180,1
CHEMBL4523,4188
CHEMBL1907602,1250
CHEMBL5491,755
CHEMBL4106184,1
CHEMBL5809,2
CHEMBL3885630,230
CHEMBL203,11534
CHEMBL6082,651
CHEMBL4106175,1
CHEMBL3301386,2
CHEMBL3883308,1
CHEMBL6006,297
CHEMBL4849,836
CHEMBL331,1756
CHEMBL3476,1473
CHEMBL5678,676
CHEMBL2468,1385
CHEMBL5639,207
CHEMBL3351220,27
CHEMBL4106162,1
CHEMBL5912,134
CHEMBL5615,272
CHEMBL5316,128
CHEMBL3430877,1
CHEMBL2111434,15
CHEMBL2595,1550
CHEMBL3137284,2
CHEMBL3885503,2
CHEMBL4282,5906
CHEMBL1250377,1
CHEMBL2189160,24
CHEMBL3830,343
CHEMBL3038517,6
CHEMBL3308999,1
CHEMBL5320,418
CHEMBL3883304,22
CHEMBL4310,20
CHEMBL3638361,6
CHEMBL2109,339
CHEMBL1795111,71
CHEMBL4204,1997
CHEMBL2801,1731
CHEMBL5568,1327
CHEMBL3038502,1
CHEMBL4825,69
CHEMBL3038472,175
CHEMBL5416,97
CHEMBL2111428,10
CHEMBL4885,26
CHEMBL4484,28
CHEMBL5025,21
CHEMBL2111345,260
CHEMBL3847,47
CHEMBL4066,5
CHEMBL2558,744
CHEMBL3337329,2
CHEMBL4750,19
CHEMBL4674,1771
CHEMBL3559685,2
CHEMBL4924,860
CHEMBL3430890,3
CHEMBL2111480,27
CHEMBL3861,698
CHEMBL1163126,271
CHEMBL2221,228
CHEMBL2111382,57
CHEMBL1075225,1
CHEMBL2345,2525
CHEMBL3308994,1
CHEMBL3024,26170
CHEMBL4442,306
CHEMBL2111455,70
CHEMBL4967,1
CHEMBL3920,1967
CHEMBL4853,325
CHEMBL3407314,15
CHEMBL3038474,325
CHEMBL3430911,2
CHEMBL3935,855
CHEMBL308,2984
CHEMBL6030,285
CHEMBL4630,4601
CHEMBL2095188,637
CHEMBL2964,812
CHEMBL2749,454
CHEMBL2637,2175
CHEMBL2111440,25
CHEMBL5247,416
CHEMBL2207,529
CHEMBL5907,106
CHEMBL5638,251
CHEMBL4363,7
CHEMBL3961,1386
CHEMBL4602,484
CHEMBL2567,235
CHEMBL5608,1327
CHEMBL5903,686
CHEMBL2034802,6
CHEMBL5855,953
CHEMBL1844,2874
CHEMBL1907606,Homo sapiens
CHEMBL2363049,1004
CHEMBL3038501,3
CHEMBL3038453,9
CHEMBL6144,879
CHEMBL3290,974
CHEMBL5810,531
CHEMBL4202,1077
CHEMBL2095217,242
CHEMBL6083,94
CHEMBL3839,5
CHEMBL5073,1106
CHEMBL2599,5093
CHEMBL3038454,12
CHEMBL2111414,254
CHEMBL4487,1023
CHEMBL4601,1510
CHEMBL3883293,31
CHEMBL5274,113
CHEMBL5684,692
CHEMBL5794,1311
CHEMBL2034801,5
CHEMBL4101,2252
CHEMBL4948,320
CHEMBL5901,15
CHEMBL6055,182
CHEMBL3885645,41
CHEMBL4375,1388
CHEMBL5683,713
CHEMBL2096907,596
CHEMBL3038503,17
CHEMBL5404,303
CHEMBL4084,7
CHEMBL3879860,40
CHEMBL1075275,1
CHEMBL4179,3188
CHEMBL2111377,209
CHEMBL2021750,19
CHEMBL3650,5040
CHEMBL3885616,16
CHEMBL3259478,53
CHEMBL4900,1831
CHEMBL3430904,5
CHEMBL2147,6491
CHEMBL4517,2
CHEMBL5771,6
CHEMBL3430907,122
CHEMBL1868,3777
CHEMBL3885650,3
CHEMBL3559691,36
CHEMBL2111355,2
CHEMBL5330,1762
CHEMBL5970,312
CHEMBL3883309,1
CHEMBL3885642,3
CHEMBL2111439,50
CHEMBL5395,2
CHEMBL3038468,10
CHEMBL1974,4885
CHEMBL4376,981
CHEMBL3582,851
CHEMBL4526,138
CHEMBL4851,220
CHEMBL1862,4669
CHEMBL1955,1937
CHEMBL279,11913
CHEMBL2959,2096
CHEMBL5654,104
CHEMBL2007,1733
CHEMBL5698,302
CHEMBL5818,1434
CHEMBL1907605,887
CHEMBL1255154,12
CHEMBL5718,26
CHEMBL3829,1157
CHEMBL5914,323
CHEMBL3714704,97
CHEMBL2417352,18
CHEMBL5331,1033
CHEMBL4040,19575
CHEMBL3835,2136
CHEMBL2111353,41
CHEMBL2428,670
CHEMBL4142,1876
CHEMBL5543,1290
CHEMBL3734644,1
CHEMBL1163106,89
CHEMBL3187,64
CHEMBL2494,1128
CHEMBL2211,5
CHEMBL3038455,81
CHEMBL5358,146
CHEMBL5975,111
CHEMBL258,5673
CHEMBL5570,276
CHEMBL4147,1130
CHEMBL2171,650
CHEMBL3883317,6
CHEMBL3125,932
CHEMBL2094128,1828
CHEMBL5790,270
CHEMBL2815,4543
CHEMBL4954,734
CHEMBL4599,1634
CHEMBL5380,6
CHEMBL2508,1069
CHEMBL4106152,1
CHEMBL1795170,7
CHEMBL5616,103
CHEMBL3988,928
CHEMBL3973,1697
CHEMBL5381,35
CHEMBL5819,697
CHEMBL3980,272
CHEMBL3038470,49
CHEMBL5773,2
CHEMBL3879830,40
CHEMBL5407,2773
CHEMBL4079,649
CHEMBL3905,2180
CHEMBL1075161,9
CHEMBL4899,360
CHEMBL4223,1347
CHEMBL4362,1
CHEMBL1909485,50
CHEMBL1936,3118
CHEMBL5443,1176
CHEMBL5754,748
CHEMBL5310,543
CHEMBL3832945,7
CHEMBL4454,825
CHEMBL3301385,2
CHEMBL5642,14
CHEMBL6005,356
CHEMBL4121,1025
CHEMBL3529,1618
CHEMBL4852,1011
CHEMBL2034797,9
CHEMBL4483,1
CHEMBL6003,1207
CHEMBL2079848,41
CHEMBL4134,332
CHEMBL3357,1144
CHEMBL5579,298
CHEMBL5250,13
CHEMBL3832943,18
CHEMBL2343,1156
CHEMBL2803,1239
CHEMBL1075222,3
CHEMBL4501,3313
CHEMBL3430900,44
CHEMBL4718,848
CHEMBL5464,287
CHEMBL2292,2971
CHEMBL2185,4101
CHEMBL5607,132
CHEMBL5552,307
CHEMBL2094126,1069
CHEMBL3885552,2
CHEMBL5701,575
CHEMBL6054,1547
CHEMBL4220,14
CHEMBL1907600,2334
CHEMBL3616,969
CHEMBL2321619,4
CHEMBL2431,2852
CHEMBL3038475,25
CHEMBL4365,1
CHEMBL2480,161
CHEMBL2560,40
CHEMBL5510,98
CHEMBL1907601,1603
CHEMBL5311,243
CHEMBL3325307,1
CHEMBL2258,16
CHEMBL2111454,24
CHEMBL4237,1807
CHEMBL2417353,14
CHEMBL5547,100
CHEMBL3111,52
CHEMBL5789,229
CHEMBL2971,8173
CHEMBL3885603,1
CHEMBL5047,467
CHEMBL3885504,2
CHEMBL3530,453
CHEMBL1075295,4
CHEMBL4439,1433
CHEMBL1075173,52
CHEMBL4637,41
CHEMBL2097164,142
CHEMBL2111351,156
CHEMBL4036,2148
CHEMBL3438,1566
CHEMBL5941,978
CHEMBL2999,704
CHEMBL4482,2092
CHEMBL1075289,18
CHEMBL2708,451
CHEMBL6012,37
CHEMBL2095227,269
CHEMBL4527,606
CHEMBL3885555,1
CHEMBL5938,481
CHEMBL5233,34
CHEMBL2896,990
CHEMBL6000,292
CHEMBL3038456,13
CHEMBL2096663,141
CHEMBL5432,314
CHEMBL1075195,497
CHEMBL1075133,641
CHEMBL4990,3
CHEMBL3038492,36
CHEMBL4095,1
CHEMBL2111328,33
CHEMBL3629,2054
CHEMBL3301389,2
CHEMBL1957,5272
CHEMBL3137267,2
CHEMBL5014,591
CHEMBL3883303,31
CHEMBL3721303,1
CHEMBL2346485,55
CHEMBL4898,1841
CHEMBL2208,3258
CHEMBL4901,964
CHEMBL4311,966
CHEMBL260,7207
CHEMBL1075166,61
CHEMBL5808,122
CHEMBL5319,454
CHEMBL5508,1354
CHEMBL1163124,88
CHEMBL3669,25
CHEMBL299,3694
CHEMBL4575,770
CHEMBL3337,120
CHEMBL5515,1
CHEMBL2221341,240
CHEMBL4897,1254
CHEMBL2094115,831
CHEMBL2417351,6
CHEMBL2111288,426
CHEMBL5405,136
CHEMBL1795174,8
CHEMBL4092,122
CHEMBL5703,956
CHEMBL2111356,12
CHEMBL6029,379
CHEMBL3848,13
CHEMBL3981,972
CHEMBL3836,1500
CHEMBL2872,448
CHEMBL3099,44
CHEMBL1913,2928
CHEMBL1824,4856
CHEMBL3301390,9
CHEMBL3142,1439
CHEMBL2111448,298
CHEMBL4708,1871
CHEMBL5859,78
CHEMBL2375201,1
CHEMBL5785,231
CHEMBL3788,1369
CHEMBL2094138,786
CHEMBL1163104,261
CHEMBL5668,305
CHEMBL3094,1789
CHEMBL4175,577
CHEMBL4273,1377
CHEMBL2034793,6
CHEMBL2041,2318
CHEMBL5961,6
CHEMBL3297640,1
CHEMBL1075163,272
CHEMBL1075288,6
CHEMBL2897,245
CHEMBL2034800,6
CHEMBL3038486,16
CHEMBL5667,111
CHEMBL3038471,470
CHEMBL3055,841
CHEMBL3123,320
CHEMBL1163127,92
CHEMBL1075155,307
CHEMBL2311234,1
CHEMBL5285,851
CHEMBL5314,1776
CHEMBL4125,40
CHEMBL2250,1411
CHEMBL6149,288
CHEMBL3984,323
CHEMBL3301392,7
CHEMBL6166,1910
CHEMBL2034795,5
CHEMBL3430888,77
CHEMBL3883298,13
CHEMBL3885614,3
CHEMBL2553,1364
CHEMBL2034798,8
CHEMBL5940,796
CHEMBL4225,1952
CHEMBL3885599,2
CHEMBL4598,1019
CHEMBL2336,225
CHEMBL4816,1913
CHEMBL2096667,307
CHEMBL3938,532
CHEMBL4224,1162
CHEMBL4670,1495
CHEMBL2791,4
CHEMBL4106161,2
CHEMBL3797,3425
CHEMBL2046265,7
CHEMBL3956,344
CHEMBL4524,851
CHEMBL2094127,676
CHEMBL3553,2650
CHEMBL2842,8185
CHEMBL1075104,2368
CHEMBL4247,3216
CHEMBL5024,408
CHEMBL2095191,916
CHEMBL3885649,3
CHEMBL2111389,880
CHEMBL3655,360
CHEMBL3038493,5
CHEMBL3987,519
CHEMBL5415,661
CHEMBL5332,327
CHEMBL5364,502
CHEMBL2331061,8
CHEMBL4106134,1
CHEMBL2689,1343
CHEMBL3038467,23
CHEMBL5257,729
CHEMBL3831,1575
CHEMBL5627,868
CHEMBL4519,1
CHEMBL1841,3117
CHEMBL2938,1682
CHEMBL262,5733
CHEMBL5469,1865
CHEMBL5435,271
CHEMBL2095189,473
CHEMBL4574,760
CHEMBL1075215,8
CHEMBL2973,3964
CHEMBL3906,1038
CHEMBL5476,309
CHEMBL2111387,50
CHEMBL6051,3
CHEMBL5052,849
CHEMBL4128,1942
CHEMBL4246,875
CHEMBL5326,1
CHEMBL2116,686
CHEMBL2096980,225
CHEMBL3580528,1
CHEMBL5679,439
CHEMBL3832633,48
CHEMBL3587,2454
CHEMBL5483,729
CHEMBL5467,315
CHEMBL3885553,6
CHEMBL4525,1065
CHEMBL5251,3722
CHEMBL4226,952
CHEMBL4578,2271
CHEMBL4045,1662
CHEMBL4600,1559
CHEMBL6014,1108
CHEMBL2634,1284
CHEMBL5888,673
CHEMBL3038500,6
CHEMBL4364,29
CHEMBL3074,89
CHEMBL5719,765
CHEMBL3711487,6
CHEMBL4577,351
CHEMBL3778,3790
CHEMBL2034796,12
CHEMBL5749,320
CHEMBL5275,338
CHEMBL2094266,246
CHEMBL3885635,1
CHEMBL1163129,86
CHEMBL5486,878
CHEMBL3516,60
CHEMBL3808271,1
CHEMBL2111431,165
CHEMBL2793,1781
CHEMBL5784,857
CHEMBL2835,5368
CHEMBL5284,596
CHEMBL5427,738
CHEMBL2010622,4
CHEMBL2349,1445
CHEMBL3038473,34
CHEMBL2096620,Homo sapiens
CHEMBL1075321,39
CHEMBL3038494,32
CHEMBL2742,2892
CHEMBL4366,28
CHEMBL3045,1738
CHEMBL4766,1411
CHEMBL267,6773
CHEMBL3604,114
CHEMBL2534,2606
CHEMBL5145,4268
CHEMBL5490,73
